time,tavg,tmin,tmax,Humidity,WindSpeed,Precipitation
23-02-1990,18.8,,25.6,20.17472573,3.45559444,1.44
24-02-1990,15.4,,17.8,26.80928597,9.734768005,0.71
25-02-1990,16,12.7,21,39.86772613,3.471151243,1.82
26-02-1990,17.5,12.1,23,31.33748573,7.04939839,1.82
27-02-1990,16.3,13.4,20.6,36.41503713,7.366846519,2.39
28-02-1990,14.6,,18.9,25.67596858,4.249714755,0
01-03-1990,14.9,8.3,22.1,18.29408186,16.3805707,0
02-03-1990,14.8,8.7,20.9,34.90005254,13.22756308,0
03-03-1990,15.5,9.4,22.6,26.40461032,17.87627853,2.03
04-03-1990,16.7,8.8,24.2,19.67964648,14.81249429,1.94
05-03-1990,17.3,9.3,25.1,34.12930189,19.94295538,0
06-03-1990,17.6,10.7,24.6,26.03623687,13.30156799,1.28
07-03-1990,17.3,11,25.9,29.53003392,13.79256755,3.24
08-03-1990,19.7,,27.9,21.09364412,19.68495921,0.03
09-03-1990,21.2,11.6,30.3,34.1492341,15.17569283,1.13
10-03-1990,21.8,15,,28.24061363,10.43790545,1.96
11-03-1990,21.3,,26.7,20.05824695,17.40187401,0
12-03-1990,21.4,13.6,27.3,23.18877297,15.4225868,0.8
13-03-1990,20.2,13.9,27.3,28.05937537,16.93126882,3.04
14-03-1990,21.8,13.6,28.8,17.19851371,10.23639077,0
15-03-1990,23.6,16.9,29.5,32.68698791,13.56508139,2.16
16-03-1990,24.8,18.4,31.3,27.26749274,10.44330498,0.55
17-03-1990,24.3,18.9,31.3,33.68367155,10.592673,0
18-03-1990,26.3,20.2,31.9,23.63793131,18.91483712,0.31
19-03-1990,26.4,20,32.9,17.63326291,14.82143337,0
20-03-1990,26.2,21.1,32.4,32.24211588,17.93684008,0
21-03-1990,25.7,20.6,30.6,21.48648658,10.34589133,0
22-03-1990,24.8,,31,19.23040806,18.31097281,0.64
23-03-1990,20.6,,25.6,34.88743188,13.46293103,0.17
24-03-1990,19.7,12.8,26.1,34.50952828,16.01289702,0
25-03-1990,20.9,11.1,27.3,21.28867598,17.04751187,0.95
26-03-1990,22.2,13.6,27,30.06170947,17.05888379,1.56
27-03-1990,19.6,,22.5,18.63693151,15.0393796,0
28-03-1990,16.6,,,24.5268302,13.56734696,0
29-03-1990,21.1,10.4,27.9,34.70075955,11.53533953,0
30-03-1990,22.9,16.4,29.8,20.48302556,16.06315257,0.18
31-03-1990,20.8,14.8,27.9,19.57360361,14.94984558,0.8
01-04-1990,20.9,,28.2,29.00638091,19.43528248,1.64
02-04-1990,20.6,14.6,,23.82390062,10.60824964,0.81
03-04-1990,22.3,15.7,29.8,24.74504294,10.93898965,1.6
04-04-1990,23.3,13.5,30.9,20.40443524,18.55940759,0.63
05-04-1990,25.2,16.1,32.2,21.67882051,18.11467281,0
06-04-1990,25.2,19.9,29.8,22.36146006,13.56607957,0
07-04-1990,26.4,19,33,19.64658271,12.94743672,0
08-04-1990,27.8,18.8,33.3,29.57289755,11.54739923,0
09-04-1990,26.5,19.8,33.6,20.68108742,10.84011321,0.26
10-04-1990,26.4,19.3,,30.54185071,19.62778398,0
11-04-1990,29.7,,38.7,24.68994666,16.52986755,1.34
12-04-1990,29.5,22.1,36.9,31.97751546,19.36435784,0.6
13-04-1990,24.6,20.4,32.9,21.2119636,12.40947263,1.39
14-04-1990,27.2,19.3,33,23.9993765,17.90237051,1.38
15-04-1990,29.3,,36,28.7364257,18.60106844,0.14
16-04-1990,28.7,21.8,37.1,15.48955462,18.25435107,0.26
17-04-1990,31.1,21.7,39.8,19.17635895,16.02499357,1.5
18-04-1990,31.3,24,39,28.74549825,16.28510575,5.39
19-04-1990,31.7,24.6,,34.08913324,18.38975804,0
20-04-1990,32.4,22.6,38.3,23.37109195,10.30090116,0.58
21-04-1990,31.1,21.8,39.7,29.62973361,16.30492201,0
22-04-1990,30,23.7,39.8,19.34202487,14.07594505,0.46
23-04-1990,31.6,22.6,39.1,15.59498357,16.46518462,0
24-04-1990,33.1,26.3,40.1,22.15837733,10.00985938,0.26
25-04-1990,32.2,24.2,40.9,22.42507574,19.90391756,0.81
26-04-1990,34.4,24.7,42,20.19354803,13.69098841,0
27-04-1990,30.6,,36.8,16.23159228,14.24050681,0
28-04-1990,29.4,,36.6,26.23850989,16.51488532,3.35
29-04-1990,30.1,21.3,36.6,21.11369942,19.85934113,2.18
30-04-1990,30.8,23.6,37.8,32.60631822,17.24678071,0.24
01-05-1990,29.8,25,36,21.70243769,14.00004229,0
02-05-1990,24.9,,28.6,23.38620909,17.13986178,0.67
03-05-1990,28.1,20.6,34.9,26.14735295,17.00123547,1.22
04-05-1990,28.8,22.3,34.4,29.97869794,13.74043353,2.04
05-05-1990,22.2,17.9,26.2,16.54741078,15.29406919,2.22
06-05-1990,26.2,19.8,32.9,15.64882175,13.11493638,2.6
07-05-1990,27.8,22.2,34,16.19818713,19.54101873,0
08-05-1990,30.6,23.6,36.4,29.30830665,13.63953067,0
09-05-1990,32.2,25.6,38,17.11592059,19.32511598,2.49
10-05-1990,32.9,26.9,38,24.06591956,17.52458029,0
11-05-1990,29.7,,38,29.46337457,15.20454665,2.94
12-05-1990,30.2,,36.8,15.55321542,18.30473513,4.12
13-05-1990,31.1,,35.4,25.79554672,19.43152291,2.88
14-05-1990,33.6,26.2,39.3,18.49205981,16.73006041,1.82
15-05-1990,34.6,28.7,39.9,28.77041108,11.84559459,0
16-05-1990,32.6,27.5,37.5,26.83167153,11.07087848,1.06
17-05-1990,34.7,,41,15.09596303,14.55619825,0
18-05-1990,32.3,26.7,,23.13494912,15.1642983,0
19-05-1990,32.3,27,39.4,28.02171762,19.42029662,0
20-05-1990,32.7,25.5,39.5,17.38320519,10.92730665,0.62
21-05-1990,33.7,28.5,40,27.98738643,11.63175436,0
22-05-1990,32.6,27.8,40.9,17.43321248,12.64029893,1.02
23-05-1990,32.8,26.7,,16.51620666,11.84198146,2.26
24-05-1990,33.6,26.4,41.3,17.24494027,12.1556007,0
25-05-1990,32.9,28,,25.12092802,16.06467066,0.8
26-05-1990,35.7,29.8,41.8,31.01173203,18.11350132,0
27-05-1990,36.2,31.2,41.7,30.61833234,13.56730694,0.88
28-05-1990,36.9,31.8,42.7,30.25525921,13.61508398,1.87
29-05-1990,33.7,,42.5,16.32801831,14.86540881,2.34
30-05-1990,31.5,26.4,38.7,27.14093092,13.24238593,1.84
31-05-1990,30.6,,37.3,30.27468811,18.5079311,1.33
01-06-1990,32.4,26.8,40.2,27.20297127,17.9959409,0
02-06-1990,34.9,27.1,41,24.8393481,17.48903437,0
03-06-1990,36.6,30.5,41.7,24.98777815,19.49919986,0
04-06-1990,36.1,29.8,42.2,28.41391836,11.53389045,10.3
05-06-1990,35.9,29.9,42.5,15.32548947,15.55588991,0
06-06-1990,34.1,,41.6,25.11116161,17.37243482,10.05
07-06-1990,35.2,25.3,40.9,32.46366264,14.84565893,9.17
08-06-1990,35.3,29.8,41.6,16.16260972,17.2723534,0
09-06-1990,36,29.9,42.1,30.88618061,19.80040574,0
10-06-1990,35.8,30,41.6,21.24800971,15.82061115,18.53
11-06-1990,34.2,27.9,39.4,19.07034995,13.63745361,14.37
12-06-1990,32.2,25.1,37.1,16.90992467,16.68672978,0
13-06-1990,31.8,27.7,37.9,16.77510719,17.19019219,0
14-06-1990,35.3,27.1,40.6,18.75898378,12.22523385,0
15-06-1990,34.3,27.9,41.2,18.71838253,14.86656713,23.66
16-06-1990,33.8,29.4,41.3,26.7909555,11.46486296,6.49
17-06-1990,34.4,28.8,40.8,30.45230447,15.8551514,28.6
18-06-1990,34.6,29.9,41,26.5900534,18.4950613,3.7
19-06-1990,32.1,,41,20.10466135,13.01034384,9.39
20-06-1990,32.6,26,38.3,30.13383624,17.8277571,16.7
21-06-1990,34.2,29.9,39.7,26.54209966,10.51427713,25.67
22-06-1990,32.3,,38.9,26.42981166,16.1156955,12.01
23-06-1990,35,27,38.5,29.9921516,14.74850619,6.03
24-06-1990,35.2,33,38.9,24.3794261,11.74681154,6.34
25-06-1990,35.5,32.6,38.8,23.0898016,10.36078667,0
26-06-1990,35.6,,40.4,18.91588563,10.77775313,1.42
27-06-1990,31.8,25.3,37.1,15.88868342,12.1648993,6.61
28-06-1990,30.9,26.4,36,32.9758835,15.5196061,22.58
29-06-1990,32.9,28.6,37.3,19.02676593,10.69985687,0.84
30-06-1990,30.2,,36.6,24.4467246,13.40473038,18.75
01-07-1990,27.2,,29.8,71.0589446,10.98292147,5.02
02-07-1990,28.4,25.7,34.1,57.31697489,16.08563157,20.92
03-07-1990,28.9,,33.6,60.30059734,12.43390811,14.12
04-07-1990,27.9,26.1,30.4,82.10718685,16.13152379,13.31
05-07-1990,27.8,25.7,30.7,55.71416166,9.224035673,17.75
06-07-1990,28.6,25.6,31,59.82356662,14.04782252,16
07-07-1990,31.1,27.4,34.5,77.56923786,8.530741286,18.77
08-07-1990,28.7,,30.5,84.54248082,13.32183818,31.58
09-07-1990,28.7,26.7,30.5,66.32084201,12.99193004,25.4
10-07-1990,30,27.2,34.1,71.96309128,11.48163259,11.6
11-07-1990,30.9,27.4,35.4,59.30988879,9.698733004,0.7
12-07-1990,31.5,27.3,35.9,70.67249643,15.95547204,10.4
13-07-1990,32.8,,36.9,84.36563863,14.64194218,0
14-07-1990,32.6,,37.4,77.92372975,11.92674398,15.95
15-07-1990,29.8,28.6,32.5,79.59654341,9.174555764,0
16-07-1990,31.6,28.1,36,78.46761998,14.68991735,19.47
17-07-1990,31.7,28.1,36.5,57.51082626,16.72251284,29.76
18-07-1990,30.1,,37,81.75529019,16.65801046,0
19-07-1990,27.9,24.5,33.3,73.63691216,15.88412352,5.4
20-07-1990,28.5,25.3,34.2,77.08917792,8.03000009,0
21-07-1990,30.2,25.6,33.1,82.92591679,9.030012915,0
22-07-1990,31.3,27.5,36.1,81.12755327,8.741860195,4.72
23-07-1990,28.1,25.2,31,84.23238503,11.16555596,13.62
24-07-1990,30.8,26,35,56.37692672,17.16121317,15.05
25-07-1990,32.2,,36,79.63922535,10.65644996,7.85
26-07-1990,32.1,28.2,35.7,76.87948121,12.01683138,0
27-07-1990,27.4,,32.8,74.51885292,17.26105552,7.48
28-07-1990,28.9,23.1,34,59.07545496,16.64116202,0
29-07-1990,31.6,,35.6,82.11307307,17.29455988,0
30-07-1990,29.7,27.1,,70.98469821,16.68757772,0
31-07-1990,30.7,26.8,33.6,66.54713664,13.37232831,18.6
01-08-1990,31.9,28.6,36.5,75.19393834,16.14999725,12.54
02-08-1990,28,23.4,31.2,76.24957543,17.66690863,9.87
03-08-1990,31.3,27.2,35.2,71.11282809,16.13173964,0
04-08-1990,29.2,27.4,33.2,61.93340594,14.95707906,1.35
05-08-1990,28.3,26.1,32.4,76.86344902,16.09415253,0
06-08-1990,30.7,26.4,34.4,71.69254472,8.411053675,22.37
07-08-1990,29,,32.4,63.31040882,16.35833711,32.37
08-08-1990,29.7,26.4,34.9,56.0453436,12.47991792,12.68
09-08-1990,28.8,,33.1,60.77237055,9.919493641,14.78
10-08-1990,28.7,26.3,32.2,57.72299926,12.20957434,4.09
11-08-1990,27.7,26.4,34,78.79445254,10.66898501,0
12-08-1990,31.1,26.1,35,77.16559007,15.8434976,0
13-08-1990,27.8,,31,64.56406937,8.053250562,0.42
14-08-1990,28.6,25.2,32.7,66.6469515,13.27910101,1.38
15-08-1990,29.7,26,33.8,56.96534908,14.06920426,0
16-08-1990,27.7,,31.7,68.98031334,11.1800009,6.57
17-08-1990,30.6,26.5,34.8,66.55587851,11.91884574,0
18-08-1990,31.7,27.3,35.1,65.11757638,10.81881617,32.01
19-08-1990,31.1,28,35.4,64.148224,11.39497962,0
20-08-1990,32,28.3,,77.90913977,17.77360491,16.65
21-08-1990,31,,,59.9617767,15.38055661,2.86
22-08-1990,26.5,,,66.54560116,17.31497395,11.55
23-08-1990,30.8,25.5,35.1,74.35498569,17.18576476,12.1
24-08-1990,30.6,27.2,35,61.05133577,10.08986409,7.88
25-08-1990,30,26.3,34,69.99663373,13.15144183,0
26-08-1990,31.5,26.9,35.7,56.07397297,12.25258955,2.02
27-08-1990,30.1,25.7,35.9,77.63946826,11.00880204,8.03
28-08-1990,26.8,,31.9,84.76730115,9.90465508,7.28
29-08-1990,27.4,25.1,32.1,57.30561648,15.77848778,0
30-08-1990,29.9,25.9,34.6,74.87486276,9.491567633,21.49
31-08-1990,31.5,,35.4,62.43900531,14.02952818,0
01-09-1990,31.6,27.5,36.6,83.5811592,13.84586643,3
02-09-1990,33.1,,37.2,58.62332212,16.21598624,0
03-09-1990,29.7,,35.4,77.92621854,14.25593785,8.19
04-09-1990,26.1,25,28,60.4081613,15.29436287,18.2
05-09-1990,28.1,24,32.3,76.90284891,15.31021192,0
06-09-1990,26.7,24.2,29.1,75.92506046,9.458058379,34.24
07-09-1990,25.4,24.1,26,69.63492195,8.493749525,8.42
08-09-1990,28.6,25,32.8,70.25362133,15.04405833,10.58
09-09-1990,28.8,26,31.6,65.15540386,9.871065268,0
10-09-1990,28.9,25.3,33,57.91815771,10.50140446,5.44
11-09-1990,29.8,26.1,33.6,74.57104446,13.7529277,17.66
12-09-1990,29.8,25.7,34.1,70.09459073,16.70408716,8.52
13-09-1990,30.1,25.7,34.6,55.69997736,9.915017726,7.68
14-09-1990,29.6,26.9,34,58.27772634,16.40975758,5.38
15-09-1990,28.8,25.9,34.6,74.53500603,14.79437135,0
16-09-1990,27,,32.8,63.83224776,10.60253687,0
17-09-1990,28.3,25.4,33.3,66.2291237,13.3356897,20.03
18-09-1990,29.1,25,33.5,69.48903239,9.607012004,16.59
19-09-1990,27,,32.6,61.79444412,14.32879136,18.36
20-09-1990,26.6,24.4,33.1,77.52137992,8.237803577,0
21-09-1990,25.8,,29.9,75.41323038,17.8527913,4.11
22-09-1990,28.9,24.4,33.1,84.79980169,17.27952171,20.78
23-09-1990,30,25.4,34.4,84.90791284,10.33328698,0
24-09-1990,30.1,26.3,34.5,71.86930161,11.45107682,19.56
25-09-1990,26.2,,31.8,63.3189616,15.38980763,0
26-09-1990,28.2,23.5,31.9,78.52956081,15.03048141,0
27-09-1990,,,,83.2754545,14.54930705,5.62
28-09-1990,,,,59.76436995,16.94601231,0
29-09-1990,26.4,,34.5,59.93194058,9.67881702,0
30-09-1990,27.2,23.7,32.5,57.16232292,12.82609782,6.91
01-10-1990,27.9,23.1,33,44.02218796,7.603883472,1.57
02-10-1990,27.3,23,33,32.05221627,7.406285764,2.93
03-10-1990,27.1,23,,36.75733195,9.660866438,1.71
04-10-1990,25.9,,,28.07538931,8.925854918,4.43
05-10-1990,27,,33.1,44.77063034,9.515847649,3.22
06-10-1990,27.7,22.6,33.7,38.3400287,9.547795802,1.98
07-10-1990,28.3,21.5,34.2,35.59597684,5.814927466,1.44
08-10-1990,28.9,21.5,34.4,33.13808205,3.651703897,2.96
09-10-1990,27.7,20.6,34,35.28611063,5.95683886,0
10-10-1990,26.2,21.6,,30.91437722,5.451491146,0
11-10-1990,25.4,,,38.96983667,6.074821395,0
12-10-1990,27.1,21.4,33.6,26.64243557,5.426842172,1.83
13-10-1990,25.7,20.1,30.4,30.14676357,6.661632361,0
14-10-1990,23.8,18.8,32.4,41.14905693,6.589566826,6.54
15-10-1990,25.7,,,25.69432317,3.571955301,0
16-10-1990,24.2,19,,34.69157323,9.101346352,0.71
17-10-1990,24.7,18.6,,27.66286726,8.817965588,0
18-10-1990,26.3,,32.2,41.27440643,3.995801501,0
19-10-1990,27.2,,32.8,32.51878094,4.660410366,0
20-10-1990,,,,31.67181179,6.001669643,0
21-10-1990,,,,32.0497891,5.177571538,0
22-10-1990,,,,30.5926823,3.051504303,1.59
23-10-1990,19.8,,,34.03608822,3.814189229,0
24-10-1990,,,,38.20063336,7.952251328,4.37
25-10-1990,20,13.4,29.5,35.0167326,9.857505348,0
26-10-1990,22.3,,29.7,43.54576581,3.085603247,3.45
27-10-1990,24.8,,29.9,42.5643663,9.99697161,3.64
28-10-1990,23.4,13.1,31,36.28224204,7.929130161,3.05
29-10-1990,20.4,13.7,,27.86264337,6.714014888,0.97
30-10-1990,20.1,,,38.5692695,6.070626296,0
31-10-1990,24.1,14.1,,26.87032128,5.263140746,3.05
01-11-1990,21.2,14.4,,43.35241153,4.949055463,0
02-11-1990,,,,28.88754179,3.275118868,1.04
03-11-1990,20.6,15.1,28.9,29.71898153,4.630822724,0.41
04-11-1990,,,,36.12776086,5.196703811,0
05-11-1990,,,,35.3253161,4.098276684,1.06
06-11-1990,22.9,,31.2,41.00777146,3.323116608,1.98
07-11-1990,23.1,,,35.65244042,8.837085509,0
08-11-1990,22.2,15.1,30.2,30.92873597,9.313369959,1.42
09-11-1990,21.8,,,32.11601091,3.018068821,0
10-11-1990,22.2,13.5,30.2,31.45989546,7.392651489,0
11-11-1990,19.8,14.3,,31.53975904,3.163691332,0
12-11-1990,20.8,,,27.18147508,8.782090733,1.21
13-11-1990,23.3,13.5,30,41.85454833,9.570404271,2.24
14-11-1990,20.4,13,29.7,31.40437009,3.439878114,0.67
15-11-1990,20.6,,29,38.81680856,5.960649896,1.63
16-11-1990,20.4,14.3,,34.86560345,4.280041752,0.18
17-11-1990,21.4,13.7,,39.59685252,4.343584375,1.31
18-11-1990,16.8,,30.9,37.06810561,4.137650018,1.2
19-11-1990,17.8,11.8,,37.05671549,4.773315266,0
20-11-1990,,,,25.87267103,9.942559411,0
21-11-1990,18,,25.1,32.88240943,7.230330827,1.7
22-11-1990,18.8,14.1,24.1,36.22197734,3.011385999,4.12
23-11-1990,18.4,,,44.92456833,8.708034479,2.91
24-11-1990,18.7,,,41.85587589,9.518803737,0
25-11-1990,18.4,,24.7,43.43633852,8.205798708,0
26-11-1990,17.8,11.9,,39.18480636,7.598860706,0
27-11-1990,16.2,10.3,,25.39658587,9.840112075,0.7
28-11-1990,16.6,10,24.3,42.31474408,5.664537137,0.6
29-11-1990,16.4,,24.8,43.91420833,7.48873973,2.98
30-11-1990,18.4,,25.2,42.97307744,8.035103289,3.09
01-12-1990,,,,27.45775897,4.449236728,0.51
02-12-1990,,,,20.64605538,3.984264948,0.04
03-12-1990,15.2,,25.8,26.24935601,6.686926707,1.53
04-12-1990,15.3,7.2,26,33.85915378,3.384641648,2.63
05-12-1990,15.2,9.1,23.6,22.76083242,4.069994159,1.6
06-12-1990,16.7,,23,35.72024916,6.199341875,0
07-12-1990,11.5,9.6,,22.61569192,5.067493011,0
08-12-1990,12.9,9,,34.62790134,8.26892709,0
09-12-1990,13.1,8.6,,38.325437,6.214424516,0.89
10-12-1990,15.2,8.8,,24.22364531,4.653201394,1.75
11-12-1990,14.9,,24.1,20.29369752,7.397585087,1.97
12-12-1990,16.2,9.5,,20.7038327,5.328593033,2.8
13-12-1990,14.7,,23.9,24.49823892,4.152936916,3.46
14-12-1990,,,,21.85886467,7.325327778,0
15-12-1990,,,,28.62926442,5.764846275,1.31
16-12-1990,15.8,,25.5,23.71610974,6.590177698,1.38
17-12-1990,13.8,,,34.46219569,8.102286825,0.35
18-12-1990,17.2,,23.2,26.48036466,5.230769913,0
19-12-1990,12.3,8.2,,30.76604132,9.954215069,3.39
20-12-1990,12.3,4.7,21.5,35.82103151,6.652547067,0
21-12-1990,,,,36.65232705,6.748425066,0
22-12-1990,14.3,,20.8,31.09042562,8.004859955,0.54
23-12-1990,10.3,4.5,22.5,31.59610084,8.712363479,0.02
24-12-1990,12.7,5.6,,35.10643808,5.030618123,4.22
25-12-1990,13.2,10,23.1,26.86776199,5.177455001,1.48
26-12-1990,15.5,9.8,23.6,23.97570676,9.570299283,0
27-12-1990,,,,32.76858775,3.238966492,0.11
28-12-1990,19.4,10.4,25.5,30.69674579,5.775996174,0.08
29-12-1990,17.4,,20.6,22.2603559,4.136769004,4.93
30-12-1990,11.7,,17.6,26.26772174,5.249710143,1.85
31-12-1990,9.6,4,15.9,22.83623959,4.303175061,0
01-01-1991,7.4,3.5,14.3,25.62118614,8.467957563,0.01
02-01-1991,9.9,,15.4,20.56477575,8.020052654,0.45
03-01-1991,10,4.4,,39.54882041,7.898749811,0
04-01-1991,8.6,,17.5,34.03953772,7.290920554,0
05-01-1991,11.1,2.4,19.1,22.76959647,7.920173599,1.69
06-01-1991,10.8,3.4,19.6,34.53977486,5.764016298,0
07-01-1991,11.9,5,19,38.59277231,5.630740206,3
08-01-1991,12.2,,18.8,34.42636,5.041085906,0.52
09-01-1991,12,6.4,19.4,25.86248863,6.03846906,0
10-01-1991,12.3,6.9,20.2,37.26097773,3.226474952,0
11-01-1991,12.9,7.1,20,31.17004029,8.348261152,2.94
12-01-1991,12.5,7,19.1,22.63409363,5.821984451,1.09
13-01-1991,11.1,5.2,19.1,30.76761626,9.122449342,0
14-01-1991,11.6,,18.1,33.99565695,6.697022764,0
15-01-1991,11.4,4.7,18,31.0392267,4.865156447,3.7
16-01-1991,12.9,7.2,19.5,39.47496348,4.198574333,0
17-01-1991,10.7,5,18,30.864415,6.55462987,0
18-01-1991,11.3,,18.3,27.29927923,3.012458984,1.64
19-01-1991,10.2,5.3,,37.93241756,6.557452598,3.4
20-01-1991,12.7,6,21.7,23.71092513,7.807083478,0.07
21-01-1991,11.4,,,23.1985178,5.23887076,0
22-01-1991,12.8,5.8,,24.12788265,3.116091605,0.29
23-01-1991,15.4,,23.2,30.96994023,6.253331736,2.31
24-01-1991,12.9,7.1,,31.40522773,8.734114777,2.76
25-01-1991,16.7,9,25.6,25.51253284,9.597292566,0
26-01-1991,17.9,10.3,26.3,35.42964075,8.809854126,0.73
27-01-1991,20.3,11.6,29.7,23.77464349,5.444237195,0
28-01-1991,22.1,13.2,30,27.94341137,7.209641745,2.27
29-01-1991,16.5,,25.8,34.75378626,4.001406083,1.34
30-01-1991,17.1,,24.1,29.34229902,6.385170888,0
31-01-1991,,,,34.2947057,8.963642415,3.57
01-02-1991,16.3,,27,38.30317112,5.237644506,1.17
02-02-1991,14.8,8.1,22.8,32.28763037,4.181092268,0.95
03-02-1991,,,,24.51233526,7.242882219,0.14
04-02-1991,14.2,8.6,,32.37811686,4.61459029,0.48
05-02-1991,17.1,,24.7,38.52031556,7.073804807,0
06-02-1991,17.9,9.1,25.2,22.35216921,7.883706635,0
07-02-1991,15.8,,,23.07586718,5.200605134,2.96
08-02-1991,19.9,11.1,25.2,30.03272669,8.625213842,0
09-02-1991,19.8,12.8,27.6,25.61800579,9.185535771,0
10-02-1991,19.2,,,30.48259405,9.34478451,0.24
11-02-1991,19.4,,,26.27604157,8.800837233,3.35
12-02-1991,15.6,,,22.05890789,9.648452138,2.76
13-02-1991,14.9,,,30.77628693,5.858842582,0
14-02-1991,16.3,9.5,23,35.61116071,5.020746857,2.95
15-02-1991,16.2,8,22.9,21.87246704,6.19365802,0.72
16-02-1991,16.1,9.2,21.8,20.58618259,3.760593746,0
17-02-1991,12.9,8.5,,25.09304844,5.657394871,0
18-02-1991,13.9,,20,34.4618953,7.468967919,3.25
19-02-1991,18,6.8,22.7,25.78146946,4.588136029,4.67
20-02-1991,17.9,9.4,,37.95339372,5.196405875,1.14
21-02-1991,17.8,,26.5,33.9535917,6.738252729,0
22-02-1991,21.9,,,25.96370899,9.437499841,0.25
23-02-1991,20.1,,26.2,38.44661057,7.267132346,0
24-02-1991,20.9,15.4,28.8,38.93716758,9.849938112,0
25-02-1991,18.1,15.3,,38.10537195,7.547987613,0
26-02-1991,,,,30.51625421,9.870883451,0.34
27-02-1991,19.7,,24.6,35.37245322,7.75880802,0.74
28-02-1991,18.8,,,24.27972671,5.184076506,0.2
01-03-1991,19.1,,24.7,22.19697859,12.89644052,0.06
02-03-1991,17.1,,25,32.32329267,15.88600513,2.02
03-03-1991,18.7,12.7,24.4,29.25274153,15.92530993,0.04
04-03-1991,21.2,,25.6,15.34795046,16.8254094,0.17
05-03-1991,18.7,,,18.98771688,10.03198099,0.15
06-03-1991,19.7,,24.6,30.18169197,10.85126214,3.59
07-03-1991,19.3,,25.8,19.11787042,16.9857417,0
08-03-1991,19.6,,26.2,28.57214825,19.0504329,1.69
09-03-1991,24,,,19.33634521,16.02685487,0
10-03-1991,24.2,,,16.98978728,16.86616469,1.2
11-03-1991,22.4,,,20.79500532,14.39816861,1.59
