time,tavg,tmin,tmax,Humidity,WindSpeed,Precipitation
16-02-1990,27,24.3,30.4,66.86303576,7.830157781,3.19
17-02-1990,27.4,24.5,32.4,77.45832004,9.585947925,5.94
18-02-1990,27.7,24.8,,77.01627501,14.42854805,6.72
19-02-1990,28,25.2,32.6,63.79816218,12.90089562,4.14
20-02-1990,27.5,23.4,33,65.08940043,8.104846621,4.51
21-02-1990,28.2,24.8,36,79.71846398,10.2161038,0
22-02-1990,28.4,23.8,34.1,64.60921344,6.422376499,0
23-02-1990,28.3,24.7,32.6,75.40684527,8.168192427,6.22
24-02-1990,28.6,25.4,33.7,74.1259959,9.503281409,9.12
25-02-1990,28.6,25,34.3,73.94484062,13.94156016,0
26-02-1990,29.1,25.3,36,73.91324445,14.27288771,0
27-02-1990,29.4,24.7,33.8,72.64570778,13.17519167,2.12
28-02-1990,29.4,24.9,34.4,74.12214574,11.13669702,0
01-03-1990,28.1,24.1,33.5,79.99376882,11.30025087,0
02-03-1990,27.9,23.8,32.9,76.93666922,7.630451419,4.37
03-03-1990,29.9,24.7,35.8,66.80832426,8.042434983,9.91
04-03-1990,28.7,,33.3,74.83384089,9.059302236,0
05-03-1990,29,25.9,35.4,63.64270153,6.239532168,1.15
06-03-1990,28.3,,32,73.9266317,11.11585798,4.32
07-03-1990,29.1,25.9,35.1,71.15438627,13.29280744,5.9
08-03-1990,28.6,26,35,63.97526431,13.52470426,3.6
09-03-1990,27.6,25.2,32.4,78.47934505,11.23125129,10.81
10-03-1990,27.2,24.4,29.8,72.99543117,13.04831287,2.14
11-03-1990,26.3,23.5,30.7,78.17921254,11.0005626,8.56
12-03-1990,27.7,24.4,32.1,66.13556987,8.969205962,0
13-03-1990,28.8,24.5,34.4,69.58425919,14.15133119,2.29
14-03-1990,29.3,26,35.1,62.78289028,14.35545811,0
15-03-1990,29.3,25.7,34.7,75.87154534,5.269742426,6.5
16-03-1990,28.3,,,78.63362865,13.28589008,1.4
17-03-1990,28.3,23.9,32.4,60.99081167,6.298502388,3.79
18-03-1990,27.6,23.8,32.2,75.96810199,8.551339485,0.43
19-03-1990,28.1,22.9,32.4,77.55385607,14.65303448,4.93
20-03-1990,28.6,,33.2,69.92554034,8.005174378,3.99
21-03-1990,28.2,24.7,33.7,72.61379378,14.51038012,0
22-03-1990,28.4,24.3,34,68.57604651,10.28093022,0
23-03-1990,29.2,24.4,36.2,78.84646694,11.02731755,1.86
24-03-1990,30.3,21.2,36.6,75.08761102,9.339733778,5.3
25-03-1990,30.6,,,77.30605994,6.306376837,11.31
26-03-1990,29.8,,37.4,62.01683297,13.06239703,3.51
27-03-1990,28.4,,34.4,63.23992281,14.664636,7.04
28-03-1990,29.9,26.2,35.1,68.55442219,10.61493557,0
29-03-1990,29.4,26.8,34,70.40396256,10.85324108,12.06
30-03-1990,28.9,25.5,33.3,64.69533843,5.599214517,5.03
31-03-1990,28.7,25.2,33.1,65.86983419,10.71622996,1.75
01-04-1990,28.9,24.8,34,66.71238237,14.46595755,1.18
02-04-1990,28.1,24.8,35.3,71.48494148,11.17042455,0
03-04-1990,29.3,26.6,,69.67483437,7.665273963,0
04-04-1990,29.8,26.2,35,61.17317719,11.93940697,11.55
05-04-1990,30.1,,35.5,71.6937013,12.9735986,0
06-04-1990,30.6,26,,79.12007811,6.871241333,0
07-04-1990,29.8,26,33.3,63.71996602,13.71480601,0
08-04-1990,29.6,25.6,34.4,74.20004145,13.88364151,0
09-04-1990,29.8,26.3,,74.1697473,11.99727298,2.08
10-04-1990,30.8,26.8,37.1,76.77058337,8.353846438,7.44
11-04-1990,31.4,26.6,36.9,74.30410678,7.719989927,0
12-04-1990,29.8,27,34.4,76.56907422,8.199645869,0
13-04-1990,30.5,26.2,35.7,78.37377873,7.763146678,3.46
14-04-1990,29.8,25.9,35.8,65.22484418,8.214677438,1.72
15-04-1990,30.6,26.1,34.4,79.40890297,6.794744263,7.01
16-04-1990,30.3,26,35.5,74.47245045,5.89549355,0
17-04-1990,30.2,26.6,34.6,74.91621586,14.38244171,0.7
18-04-1990,30.8,26.7,35.4,71.28235826,12.13603001,1.25
19-04-1990,32.3,26.5,39.6,75.54040122,11.18847495,2.45
20-04-1990,31.4,,40.9,74.88628111,10.11900449,0.04
21-04-1990,32.8,28.4,40.7,66.05529316,6.765898101,0
22-04-1990,31.6,,40.4,71.42534667,6.16513381,0
23-04-1990,31.4,26.8,39.4,74.59225364,13.48864849,0
24-04-1990,30.7,26.3,36.7,62.78800404,5.014407655,5.58
25-04-1990,29.8,26.5,38.3,76.81884589,12.72621135,6.25
26-04-1990,29.4,26.3,35.5,60.02506919,5.029258545,0
27-04-1990,29.9,26.5,35.4,66.56342737,8.544655256,8.5
28-04-1990,30.5,26.6,36,78.91980229,12.58772727,1.86
29-04-1990,31,26.9,35.9,79.47194142,7.444709786,0
30-04-1990,30.5,,34.5,77.64881444,13.82945491,0
01-05-1990,30.3,27.3,34.6,63.33439682,5.025927033,8.09
02-05-1990,29.8,26.6,34.7,70.22159957,13.63940574,0.13
03-05-1990,30.3,25.7,,65.47421357,6.164317886,0
04-05-1990,30.9,27,35.3,67.70169608,11.62113984,0
05-05-1990,30.6,26.5,34.5,69.42681527,6.454954214,0.02
06-05-1990,28.7,,33.9,63.21385751,5.549298719,4.02
07-05-1990,25.8,,29.3,72.75554525,11.96719319,0
08-05-1990,24.8,,,69.04977678,5.847751746,0
09-05-1990,29.8,23.6,33.1,75.93325251,12.79445126,0
10-05-1990,28.2,,34.8,67.67226154,10.23163811,8.22
11-05-1990,28.7,,31.3,76.96740851,5.354980561,0
12-05-1990,27.3,26,29.5,76.97278516,8.18892493,0
13-05-1990,29.8,25.4,34.3,60.95272007,14.7672081,8.05
14-05-1990,30.1,,36.6,74.44354984,9.882612044,4.47
15-05-1990,31.6,27.1,38.6,75.4954812,6.61615141,2.9
16-05-1990,31.5,27.2,,61.53342764,10.22744478,0
17-05-1990,31.7,27.1,39,73.9930679,12.44354006,2.15
18-05-1990,30.9,27.6,38,63.43380931,9.168630403,0
19-05-1990,31.5,,38.4,60.58576865,8.345410494,0
20-05-1990,30.2,27.2,36.7,74.47784427,9.100708636,0
21-05-1990,31,,36.4,76.25366019,12.69820257,5.92
22-05-1990,30.8,26,37.1,63.40115664,7.531322355,1.7
23-05-1990,30.5,,35.9,72.00847509,14.03481113,3.57
24-05-1990,28.7,24.9,,63.21710723,8.793879544,2.76
25-05-1990,30.3,26.4,35.5,62.81391488,8.44648687,4.2
26-05-1990,,,,60.92131547,11.79657191,0.73
27-05-1990,,,,68.68775009,6.09277027,0
28-05-1990,,,,69.61006623,12.55541376,0
29-05-1990,,,,72.5637256,6.895871867,0
30-05-1990,,,,74.58229041,10.7637755,0
31-05-1990,32.2,28,37.2,63.67095077,10.52733854,0.17
01-06-1990,31.6,28.8,38.2,70.8067762,5.621020903,0
02-06-1990,31.1,27.8,,65.19120264,11.08121325,0
03-06-1990,30.8,,37.9,77.35910182,11.93475626,35.84
04-06-1990,31,25.4,37.3,75.92703593,9.016183207,19.48
05-06-1990,30.6,27,37.8,75.23735106,8.513323661,5.96
06-06-1990,32.2,,38,63.78801525,8.500347537,60.43
07-06-1990,29.3,,38.2,64.37539335,10.07823004,0
08-06-1990,30.2,,34.3,79.26609827,5.423940646,34.51
09-06-1990,30.3,,35.9,77.31084994,9.520931448,12.77
10-06-1990,30.3,25.1,35.8,60.46164211,10.80955899,30.7
11-06-1990,30.7,28,,64.07323892,7.437973877,17.18
12-06-1990,29.8,25.4,34.7,70.57030104,7.502525896,0
13-06-1990,29.3,26.6,34.3,65.16544667,10.95535305,16.91
14-06-1990,30.9,26.8,36.9,77.45470095,8.78006028,21.71
15-06-1990,30,26.6,,71.33402878,5.882463389,0
16-06-1990,31.1,,36.9,72.29407908,11.39800217,53.88
17-06-1990,31.9,28,35.5,79.06452881,13.880962,21.22
18-06-1990,32.2,27.6,,79.70755991,12.28836912,28.44
19-06-1990,30.6,,36.3,60.51259082,14.58362291,0
20-06-1990,29.8,,35.9,61.78431724,13.08829221,28.81
21-06-1990,31.1,26.4,38.2,77.14396886,12.15963248,36.79
22-06-1990,31.3,,37.3,67.84372941,5.314731677,20.07
23-06-1990,32.4,26.1,38.5,79.46694783,6.886867039,14.81
24-06-1990,31.5,,38.4,79.28006274,5.976672635,0
25-06-1990,30.8,27.4,36.9,68.37165138,5.660087288,10.68
26-06-1990,31.6,26.4,36.5,72.62186444,5.419091616,4.76
27-06-1990,31.6,28.6,37.6,66.04790414,12.61505025,26.44
28-06-1990,31.2,27.4,37.8,62.81586147,11.98720428,0
29-06-1990,30.5,27,37.7,76.72781702,11.92481943,26.29
30-06-1990,31.3,27.9,37.4,63.73546651,7.174888044,0
01-07-1990,31.4,27.2,36.8,79.31571004,22.99586837,9.75
02-07-1990,29.6,,36,87.79317421,18.16160523,27.32
03-07-1990,29.8,23.6,37.2,89.98183223,23.85191557,0.92
04-07-1990,30.9,25.7,37,82.48891954,24.80510362,28.01
05-07-1990,30.7,26.6,,79.14491128,15.26578404,26.06
06-07-1990,29.8,26.4,35.4,81.80533534,24.21936009,9.58
07-07-1990,29.9,,35.9,86.52438949,15.02218107,38.24
08-07-1990,29.4,,35.9,86.69931955,23.00407927,16.56
09-07-1990,30.1,26.7,35,86.48678103,20.97483213,37.05
10-07-1990,29.6,,37,84.68366383,18.37266935,50.87
11-07-1990,28.7,,34,83.72850985,16.92902979,10.17
12-07-1990,29.6,24.8,34.4,75.74640291,21.8094459,27.9
13-07-1990,30.1,26.8,37.2,80.07906717,17.90294448,2.25
14-07-1990,29.9,25.9,36.6,76.92923915,19.62030468,0
15-07-1990,29.2,,35.4,83.53335238,15.36399454,11.09
16-07-1990,28.8,24.8,32.6,81.44610173,19.56456862,0
17-07-1990,28.9,,37.2,86.82361943,16.90301317,0
18-07-1990,29.2,25.2,35.7,73.78618041,23.10782595,26.83
19-07-1990,27.3,,34.3,86.22446637,15.61170496,4.73
20-07-1990,27.5,23.2,34.5,78.36132913,24.56852613,29.21
21-07-1990,27.8,,35.2,73.2672932,21.40579663,20.99
22-07-1990,27.9,25.1,30,86.2458725,16.3809089,52.02
23-07-1990,28.9,25.6,35.6,83.34078689,23.75892994,25.49
24-07-1990,28.9,26.2,,73.54571831,16.36181251,37.28
25-07-1990,30.2,26.1,,74.76946672,23.20464965,23.04
26-07-1990,30.4,26.6,37.4,70.51942538,23.75896946,21.23
27-07-1990,30.4,26.1,36.5,82.73420299,23.18665902,38.29
28-07-1990,29.6,24.7,37.5,81.94229833,16.71227152,28.38
29-07-1990,29.6,26,36.1,85.90481983,23.12918361,19.2
30-07-1990,29.9,25.5,36.4,77.75272996,23.3429083,19.11
31-07-1990,30,24.8,36,88.8220027,24.7572285,25.76
01-08-1990,29.7,,35.6,80.7455332,21.00075874,1.57
02-08-1990,28.3,24.5,36.6,73.02514673,19.31757999,0.72
03-08-1990,29.2,,35.9,80.80156957,18.68317781,43.51
04-08-1990,28.5,25.1,34.7,85.33989126,15.38997163,52.29
05-08-1990,29.3,,35,82.60459461,22.34671797,0
06-08-1990,29.2,25.4,35.5,71.6204071,17.14534579,1.62
07-08-1990,25.3,24.4,,76.43805875,20.60704778,37.85
08-08-1990,28.8,24.6,31.8,85.88708341,23.89850514,25.67
09-08-1990,26.4,24.4,27.9,83.38131539,22.24612694,28.53
10-08-1990,28.2,,34.8,88.88180038,16.65746132,32.93
11-08-1990,29.1,23.8,33.1,87.65434577,16.4133473,10.19
12-08-1990,30.4,26.9,35.7,72.6663105,18.19405748,21.6
13-08-1990,28.3,,32.5,88.1032627,22.42393942,20.04
14-08-1990,27.5,23.9,30.7,89.56641324,23.31417371,0
15-08-1990,30.2,,,83.01736397,15.75613701,21.3
16-08-1990,31.4,26.4,36.3,74.87868224,19.30870116,39.75
17-08-1990,30.7,26.7,36.3,87.21364669,17.70270322,8.32
18-08-1990,31.4,26.7,37.4,88.26067504,24.09110746,18.05
19-08-1990,32.1,27.5,36.7,79.11170936,23.08905497,19.13
20-08-1990,32.2,28.2,36.2,84.05760867,21.88170801,9.31
21-08-1990,31.2,28.3,,88.27510425,16.5502165,28.54
22-08-1990,31.7,28.5,36.7,73.1309619,23.82214316,1.4
23-08-1990,30.8,27.8,37.3,72.93409168,24.02391662,41.65
24-08-1990,29.2,,38.2,79.42275102,23.51245991,27.52
25-08-1990,29.3,24.9,34.9,71.44351585,23.73287315,0
26-08-1990,29.2,,35.9,77.6178526,20.9676551,48.96
27-08-1990,27.9,24.4,31.3,80.62086907,15.61604901,18.36
28-08-1990,29.7,24.6,35.7,70.02436769,20.95311132,0.54
29-08-1990,29.4,26,36.6,79.34312035,18.11726133,37.09
30-08-1990,30.1,24.8,35.5,74.43403474,16.78388169,24.89
31-08-1990,30.6,27.3,37,83.31541873,21.58196391,0
01-09-1990,30.2,27,36.3,76.08286168,17.31793547,4.49
02-09-1990,29.9,26,36,73.62542135,22.71164676,20.58
03-09-1990,28.8,25.3,35.4,82.20449164,18.84264084,0
04-09-1990,30.8,26.1,36.6,78.5589706,19.56219211,16.7
05-09-1990,29.2,25.7,35.5,83.92145618,16.49104911,18.16
06-09-1990,28.9,25,33.1,85.13868016,20.20563303,0
07-09-1990,29.1,25.2,34.9,74.27991813,16.68762376,20.41
08-09-1990,27.9,23.9,33.5,77.9697932,23.51152656,15.15
09-09-1990,29.4,23.8,35.5,82.70358436,15.90830193,0
10-09-1990,30.2,25.4,,82.9148712,19.89237064,33.39
11-09-1990,30,26,,87.11513103,18.4184338,31.76
12-09-1990,29.9,26.1,35.2,82.65588125,16.94097238,9.21
13-09-1990,30.3,26.9,36.4,83.46730579,20.75585322,11.03
14-09-1990,30.7,27.4,36.7,86.14355873,23.38411629,29.53
15-09-1990,30.4,26,35.8,86.46695215,15.12353489,10.99
16-09-1990,29.8,,35.3,70.82852111,21.70919011,0
17-09-1990,28.5,,35.8,76.51087284,18.21137675,24.74
18-09-1990,29.1,24.1,36.1,72.41527763,22.43185529,0
19-09-1990,29.1,26.2,34.9,83.41276115,17.45603245,7.2
20-09-1990,29.1,25.4,35.5,80.48183657,17.84791487,44.16
21-09-1990,28.1,,,79.01601609,18.6406057,12.32
22-09-1990,28.4,20.3,34.7,74.54927465,20.57034288,15.03
23-09-1990,27.6,,34.9,73.29278931,17.44254975,25.19
24-09-1990,28.8,24.2,34.2,83.73926261,16.26964209,25.11
25-09-1990,27.6,,32.5,81.97843757,19.16614484,0
26-09-1990,28.8,,33.4,80.74964037,23.67045814,13.79
27-09-1990,27.2,,34.8,81.48364675,19.54995623,15.72
28-09-1990,26.4,23.6,30.4,87.00843018,19.67995114,20.44
29-09-1990,26.6,23,29.5,86.29922326,15.51696315,20.78
30-09-1990,27.2,25.6,29.2,82.67017063,18.58274423,66.75
01-10-1990,27.8,25.7,30.4,70.84697383,14.84916537,0
02-10-1990,28.3,25.9,32.7,63.15599889,7.212325126,6.9
03-10-1990,29.3,25.5,33.9,60.98943225,9.923477184,7.92
04-10-1990,28.6,25.8,32.7,75.12444306,7.733958754,4.46
05-10-1990,29.1,26,34.9,68.9614903,8.092719244,0
06-10-1990,30.4,25.8,36.1,75.76862247,10.0065016,10.32
07-10-1990,30.1,25.6,36.4,73.25938024,5.656047616,0
08-10-1990,29.5,26,35.3,61.84583244,7.146194069,0
09-10-1990,28.8,25.9,33.4,66.72444959,12.75635414,7.86
10-10-1990,29.1,,33.6,72.78529874,7.65288669,0.15
11-10-1990,28.1,25.6,31.9,60.33396159,7.224936287,9.98
12-10-1990,27.6,24.9,31.6,79.70445317,10.30922483,0
13-10-1990,28.2,24.5,32.8,75.65234293,11.99700039,0
14-10-1990,28.6,24.9,32.7,68.25492118,6.367140361,0
15-10-1990,27.7,24.9,32.2,68.0684776,8.920647538,4.09
16-10-1990,27.7,23.6,31.7,61.24696303,6.264412305,0.89
17-10-1990,29,24.3,32,62.3139372,12.2439258,0
18-10-1990,27.8,24.8,31.7,79.19569615,8.223567349,9.1
19-10-1990,25.3,24.4,26.3,64.71498698,9.966600178,9.57
20-10-1990,25.8,23.3,27.5,77.06348676,11.10150383,0
21-10-1990,27.1,24.1,29.1,70.88624816,6.491195023,0
22-10-1990,26.5,24.5,,60.616413,10.12857724,0
23-10-1990,26.3,24,28.6,69.21101952,14.12482176,3.2
24-10-1990,26.9,24.9,31.4,64.00791542,8.401521245,5.28
25-10-1990,27,24.5,30.8,76.49222849,14.24994577,2.31
26-10-1990,27.7,23.8,31.3,74.43276967,11.3793608,1.65
27-10-1990,24.8,23.8,26.4,72.42066492,6.32791027,0
28-10-1990,24.7,23,26.9,75.43245535,9.669608995,5.27
29-10-1990,24.1,,26,77.81407281,10.54778773,10.39
30-10-1990,23.9,23.3,25.7,79.87108315,12.25273399,0
31-10-1990,24.2,23.2,25.7,73.03811733,5.266775189,1.61
01-11-1990,23.7,,25.7,65.02749254,5.355042756,0
02-11-1990,24.8,22.7,27.4,72.47376758,14.95066274,0
03-11-1990,26.7,22,31.7,70.39620638,11.96748887,0
04-11-1990,27.2,23.9,30.7,67.97185013,14.13506066,3.9
05-11-1990,28.1,24.7,32.9,68.51094194,11.77177734,4.02
06-11-1990,28.5,23.9,33.2,70.49236161,7.235198296,9.3
07-11-1990,,,,60.72508768,13.59544102,2.04
08-11-1990,,,,77.29819005,6.288931228,0
09-11-1990,27.4,24.1,32.9,75.07347278,9.385052025,0.81
10-11-1990,26.9,,,72.84078909,14.46127784,0
11-11-1990,25.8,21.4,31.1,66.71845978,10.65005062,0
12-11-1990,24.9,20.3,30.7,73.74107459,10.66381855,4.9
13-11-1990,27.2,20.3,31.9,61.65998019,7.492629261,2.97
14-11-1990,24.4,23.6,26.3,72.14940868,6.987658423,4.94
15-11-1990,26,23,29.5,67.43431193,5.480780246,0.21
16-11-1990,26.8,,29.9,74.86477165,6.544371158,5.95
17-11-1990,26.9,23.7,30.9,70.99591025,9.190533471,0
18-11-1990,26.9,24.2,30.8,69.33573385,13.21009445,7.58
19-11-1990,27.2,22.8,,64.17964935,13.08075042,3.72
20-11-1990,26.6,22.8,30.7,69.81992307,6.1655162,0.97
21-11-1990,25.8,,29.4,71.82451107,13.10191025,3.06
22-11-1990,25,,29.8,73.90489865,10.95577644,1.91
23-11-1990,27.1,23.8,29.9,62.59125705,10.63377917,9.98
24-11-1990,27,24.7,30.4,76.37664688,5.117375056,3.23
25-11-1990,25.7,23.7,27.9,68.65923976,13.45984812,1.99
26-11-1990,26.5,,,74.31518777,14.9787003,0.81
27-11-1990,26.9,24.4,29.7,66.45918158,12.98557467,6.22
28-11-1990,26.8,23.5,29.5,69.67836493,5.247047269,5.54
29-11-1990,25.8,22.8,29.9,71.19598791,7.679479068,0.63
30-11-1990,25.7,22.3,30.9,65.89235595,12.98839255,0
01-12-1990,25.7,21.4,30.1,62.57332764,13.45579112,0
02-12-1990,25.9,21.9,,73.24142387,8.818450001,1.08
03-12-1990,27.2,23.9,29.6,74.87939986,10.66996054,8.74
04-12-1990,25.9,,27.4,65.50012321,8.104293869,0.75
05-12-1990,26.8,,29.5,70.79853785,6.208362281,0
06-12-1990,26.7,23,29.5,66.1944899,7.510272098,0
07-12-1990,27.1,23.8,29.4,66.03561026,6.139850637,9.57
08-12-1990,26.4,22.4,29.5,60.96154184,10.9207497,4.85
09-12-1990,25.1,,29.2,75.26257993,12.85481026,5.98
10-12-1990,25.1,21.4,29.1,79.06738634,9.048356675,6.81
11-12-1990,25.2,21.2,29.5,74.57963918,6.581806173,1.18
12-12-1990,25.9,21.7,28.9,62.87205945,5.004050384,2.42
13-12-1990,25.4,21.2,29.2,64.44060594,7.18931676,9.44
14-12-1990,25.3,,28.3,60.9361635,12.5268969,2.9
15-12-1990,24.9,21.4,28.5,61.27288487,13.59218457,4.94
16-12-1990,24.4,,29.1,75.45563126,6.73327142,6.35
17-12-1990,25,19.8,30.7,78.86522905,10.77985015,5.21
18-12-1990,24.8,20.9,30.6,78.84821025,14.70719434,1.36
19-12-1990,25.3,21.4,29.7,78.81209355,9.970837436,1.83
20-12-1990,25,22.1,28.9,77.30762621,11.11477902,5.89
21-12-1990,25.9,,29.2,75.37978741,9.418807456,5.88
22-12-1990,25.7,,29.3,77.07533607,7.17972436,7.84
23-12-1990,25.5,22.4,28.4,76.90377234,9.831423468,4.76
24-12-1990,25.2,22,28.4,65.58963283,10.55110982,4.98
25-12-1990,24.5,21.2,28.4,69.45985991,6.099526809,0
26-12-1990,24.9,21.3,28.3,68.13973258,5.557719035,0
27-12-1990,,,,63.62619267,12.40031095,5.9
28-12-1990,24.2,20,28.8,75.62057393,9.433272616,0
29-12-1990,24.2,19.9,28.3,72.59956965,11.91397457,1.9
30-12-1990,24,,26.1,66.63644203,11.67727535,8.9
31-12-1990,24.8,22.9,27.5,62.52776735,5.851820217,8.1
01-01-1991,25.7,22.5,30.3,78.69071264,5.243267253,3.51
02-01-1991,26.3,23.8,31.1,65.10458999,7.05779404,0.52
03-01-1991,25.3,,29.4,69.04100431,14.5914293,1.38
04-01-1991,24.9,22.3,28.1,75.52806789,14.90595106,6.34
05-01-1991,25,22,29.2,70.39907843,11.91064682,1.82
06-01-1991,25.9,22.2,29.7,76.01087027,8.157146084,0
07-01-1991,25.4,22.5,29.4,75.29907171,7.753372342,8.08
08-01-1991,23.9,,28.5,62.67780823,11.84616287,2.91
09-01-1991,25.2,20.6,29,78.60927757,7.122539636,0
10-01-1991,25.1,21.6,29.7,69.62427335,12.99472235,4.39
11-01-1991,25.4,22.4,29.3,60.36092057,5.233264989,6.86
12-01-1991,24.9,21.2,29.5,73.19000911,5.51507145,0
13-01-1991,23.8,20.6,29,69.26067356,11.65103979,1
14-01-1991,23.3,,29.5,69.47743337,11.61809098,0.77
15-01-1991,24.7,20,29.4,67.43842781,13.11916816,4.26
16-01-1991,25.2,21.9,28.9,62.69651181,5.557827495,5.16
17-01-1991,26,22.9,29.3,65.41475475,14.47377522,0
18-01-1991,25.3,22.2,29.6,61.31648363,8.817989974,0
19-01-1991,25.2,,30,60.56490932,11.09767325,7.16
20-01-1991,24.7,21.4,30,67.01231142,13.60922045,0
21-01-1991,24.9,21,29.9,78.96098044,7.289415161,3.36
22-01-1991,25,20.7,29.8,68.30063622,11.57796051,1.34
23-01-1991,25.4,21.3,29.9,71.51856896,9.207423892,2.81
24-01-1991,25.2,21.4,29.5,73.93831158,6.023463306,10.26
25-01-1991,24.3,21.3,30,62.17660679,8.388549936,17.19
26-01-1991,24.6,20.5,29.7,68.11256227,10.06731996,0
27-01-1991,24.3,20.4,29.7,63.5550759,11.09547586,6.92
28-01-1991,25.1,19.5,32.9,65.25182286,9.332615621,1.22
29-01-1991,26.3,18.6,,79.70535164,9.360276498,7.24
30-01-1991,25.4,20.9,30,77.8567112,11.1946186,6.79
31-01-1991,25.7,20.9,30.1,63.92057946,8.63354364,9.05
01-02-1991,25.9,23.1,29.7,64.45323986,14.42784185,3.42
02-02-1991,26.3,22.9,30.5,66.1258966,10.2471613,0
03-02-1991,27.4,23.4,33.1,61.08055747,5.451363345,6.64
04-02-1991,26.6,23.4,,75.03354669,5.587522902,2.59
05-02-1991,25.9,21.9,30.4,66.36101761,12.61736624,0.83
06-02-1991,25.5,21.4,30.4,65.52074754,13.04361966,0
07-02-1991,24.6,21.3,30.5,65.91734256,13.56548166,7.03
08-02-1991,25.2,21,30.3,62.94200265,10.95048013,10.02
09-02-1991,25.2,20.9,30.5,73.27622829,14.50259233,0
10-02-1991,25.1,21,30.6,78.66080659,9.180467376,5.11
11-02-1991,25.9,19.5,33.6,76.25767412,7.696597181,0.14
12-02-1991,24.9,20.3,32.4,78.62923937,12.36536175,0
13-02-1991,26.1,19.7,32.2,75.80114624,6.0334565,2.74
14-02-1991,24.7,20,31.9,61.37693678,8.646828453,0
15-02-1991,27.7,20.5,,70.68551767,12.87200987,0
16-02-1991,27.6,20.4,35.5,71.30870459,8.278668627,0
17-02-1991,27.8,21.4,35.9,64.85836007,13.8385774,0
18-02-1991,26.3,22,32.7,67.28858393,11.91445023,0
19-02-1991,26,21.4,31.7,75.74231219,12.43491589,0
20-02-1991,26.8,21.9,31,61.89306123,8.007836302,0.02
21-02-1991,26.7,23,31.6,60.40458087,12.65853096,0
22-02-1991,26.7,22,31.6,73.68619297,9.843290054,3.88
23-02-1991,26.7,21.9,31.5,68.5538434,12.36772935,4.97
24-02-1991,26.8,22.9,31.7,64.97632596,8.469503297,3.3
25-02-1991,27.6,23.3,32.3,79.76620176,7.950099217,0.82
26-02-1991,27.3,24,31.9,73.88306796,7.59501069,0.69
27-02-1991,27.7,23.6,32.3,79.84608687,8.236966253,0
